,EmpID,Designation,City,DOB,Gender,YearOfAppraisal,Rating,Salary,WorkLifeBalance,CurrentLocation,PreferredLocation,Appraisal,Recommend,Opportunities,CurrentRole,DesiredRole,Infrastructure,Employer,Employee
1398,93668,Associate,Pune,54:17.7,M,2016,3,4,5,1,,0,0,0,1,,3,Enhance,Enhance
1399,93764,Manager,Hyderabad,54:17.6,F,2016,3,4,2,1,,0,0,1,1,,1,Enhance,Enhance
1400,93770,Programmer,Hyderabad,45:22.5,M,2016,5,5,5,0,Bangalore,1,1,1,0,Analyst,1,Sustain,Enhance
1401,93840,Associate,Chennai,54:47.7,M,2016,3,4,4,1,,0,0,1,1,,1,Enhance,Enhance
1402,94025,Senior Manager,Bangalore,55:01.7,F,2016,3,4,4,1,,0,0,1,1,,4,Enhance,Enhance
1403,94057,Programmer Trainee,Noida,54:34.2,M,2016,3,5,1,1,,0,1,1,1,,1,Enhance,Enhance
1404,94063,Associate,Chennai,54:34.2,M,2016,3,4,1,1,,1,0,0,1,,4,Enhance,Enhance
1405,94091,Programmer,Kolkata,44:49.5,M,2016,2,3,3,0,Chennai,1,1,1,0,Analyst,1,Enhance,Sustain
1406,94436,Associate,Bangalore,54:18.3,F,2016,3,4,4,1,,0,0,1,1,,3,Enhance,Enhance
1407,94437,Manager,Kolkata,53:37.8,M,2016,1,5,2,1,,1,1,0,1,,3,Enhance,Enhance
1408,94620,Programmer Trainee,Bangalore,53:38.7,M,2016,3,4,4,1,,0,0,1,1,,3,Enhance,Enhance
1409,94785,Senior Associate,Kolkata,54:16.8,F,2016,3,3,5,1,,1,1,1,1,,1,Enhance,Enhance
1410,94844,Programmer,Pune,54:16.7,M,2016,2,4,5,1,,1,1,1,1,,3,Enhance,Enhance
1411,94898,Senior Associate,Hyderabad,54:34.2,M,2016,1,4,5,1,,1,0,1,1,,1,Enhance,Enhance
1412,94901,Senior Associate,Pune,54:48.2,F,2016,3,5,4,1,,0,1,1,1,,3,Enhance,Enhance
1413,95035,Programmer Trainee,Noida,55:04.2,F,2016,3,4,2,1,,0,0,1,1,,1,Enhance,Enhance
1414,95074,Senior Associate,Pune,53:38.4,M,2016,2,5,4,1,,1,1,1,1,,3,Enhance,Enhance
1415,95162,Senior Associate,Kolkata,54:49.0,M,2016,3,5,2,1,,0,1,1,1,,4,Enhance,Enhance
1416,95196,Programmer Trainee,Bangalore,54:18.2,M,2016,2,3,4,1,,1,1,1,0,Analyst,1,Enhance,Enhance
1417,95198,Senior Manager,Kolkata,45:37.0,M,2016,4,1,2,0,Bangalore,0,0,0,0,Architect,1,Enhance,Sustain
1418,95213,Senior Manager,Hyderabad,55:02.6,M,2016,3,4,5,1,,0,0,1,1,,4,Enhance,Enhance
1419,95361,Manager,Hyderabad,45:33.3,M,2016,5,3,1,0,Hyderabad,1,1,0,0,Architect,3,Sustain,Enhance
1420,95446,Senior Associate,Bangalore,54:33.7,M,2016,3,3,4,1,,1,1,1,1,,1,Enhance,Enhance
1421,95452,Senior Associate,Kolkata,54:34.0,M,2016,3,4,5,1,,0,0,1,1,,3,Enhance,Enhance
1422,95463,Programmer Trainee,Hyderabad,54:17.4,M,2016,3,4,4,1,,1,1,1,1,,1,Enhance,Enhance
1423,95573,Manager,Noida,54:17.3,M,2016,3,4,4,1,,0,0,1,1,,4,Enhance,Enhance
1424,95586,Programmer,Bangalore,54:47.4,M,2016,3,4,2,1,,0,0,1,1,,4,Enhance,Enhance
1425,95667,Manager,Bangalore,54:18.1,F,2016,3,4,5,1,,0,0,1,1,,1,Enhance,Enhance
1426,95818,Associate,Hyderabad,54:50.1,M,2016,3,2,5,1,,0,0,1,1,,1,Enhance,Enhance
1427,96057,Manager,Bangalore,54:48.9,F,2016,3,4,3,1,,0,0,1,1,,4,Enhance,Enhance
1428,96136,Senior Associate,Bangalore,54:34.2,M,2016,2,3,4,1,,1,1,1,1,,1,Enhance,Enhance
1429,96156,Senior Associate,Chennai,44:53.0,M,2016,3,3,3,0,Hyderabad,0,1,1,1,,4,Enhance,Sustain
1430,96178,Programmer,Hyderabad,54:33.4,F,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
1431,96215,Associate,Kolkata,55:02.8,M,2016,3,2,5,1,,0,0,1,1,,1,Enhance,Enhance
1432,96257,Senior Associate,Hyderabad,45:22.8,M,2016,3,3,1,0,Hyderabad,0,1,0,1,,1,Enhance,Sustain
1433,96267,Programmer Trainee,Chennai,55:03.4,F,2016,3,2,4,1,,0,0,1,1,,2,Enhance,Enhance
1434,96274,Senior Associate,Bangalore,54:17.4,M,2016,3,4,4,1,,0,0,1,1,,2,Enhance,Enhance
1435,96289,Senior Manager,Bangalore,45:33.1,M,2016,5,3,3,0,Hyderabad,1,1,1,0,Architect,3,Sustain,Enhance
1436,96513,Associate,Bangalore,55:02.1,M,2016,3,3,4,1,,0,1,1,1,,4,Enhance,Enhance
1437,96567,Manager,Hyderabad,54:18.1,M,2016,3,4,2,1,,0,0,0,1,,2,Enhance,Enhance
1438,96632,Senior Associate,Hyderabad,55:02.2,M,2016,1,1,4,1,,1,0,1,1,,4,Enhance,Enhance
1439,96689,Senior Associate,Chennai,55:02.8,M,2016,2,4,5,1,,1,1,1,0,Architect,3,Enhance,Enhance
1440,96731,Manager,Chennai,54:49.4,M,2016,2,4,4,1,,1,1,1,1,,2,Enhance,Enhance
1441,96807,Senior Associate,Pune,45:36.9,M,2016,3,1,1,0,Bangalore,0,0,0,1,,1,Enhance,Sustain
1442,96845,Associate,Pune,55:02.1,F,2016,2,5,4,1,,1,1,1,0,Architect,2,Enhance,Enhance
1443,97032,Associate,Hyderabad,53:39.0,M,2016,3,1,4,1,,0,0,1,1,,2,Enhance,Enhance
1444,97092,Programmer Trainee,Kolkata,53:38.1,F,2016,2,4,3,1,,1,1,1,1,,1,Enhance,Enhance
1445,97096,Associate,Bangalore,53:38.5,F,2016,1,4,5,1,,1,0,1,1,,2,Enhance,Enhance
1446,97321,Associate,Pune,54:48.5,F,2016,2,4,3,1,,1,1,1,0,Architect,3,Enhance,Enhance
1447,97334,Associate,Hyderabad,54:34.2,F,2016,3,4,3,1,,0,0,1,1,,3,Enhance,Enhance
1448,97501,Senior Manager,Pune,55:02.8,F,2016,3,4,5,1,,0,0,1,1,,1,Enhance,Enhance
1449,97583,Associate,Chennai,55:02.2,M,2016,2,4,1,1,,1,1,1,1,,3,Enhance,Enhance
1450,97659,Senior Associate,Kolkata,53:38.8,M,2016,1,3,4,1,,1,1,1,1,,4,Enhance,Enhance
1451,97777,Associate,Hyderabad,55:03.5,M,2016,1,4,4,1,,1,1,1,1,,1,Enhance,Enhance
1452,97861,Associate,Bangalore,55:04.4,M,2016,2,4,4,1,,1,1,1,0,Architect,3,Enhance,Enhance
1453,97973,Programmer,Hyderabad,55:01.8,M,2016,2,3,5,1,,1,1,1,1,,3,Enhance,Enhance
1454,98016,Manager,Chennai,55:02.7,M,2016,1,4,4,1,,1,1,1,1,,3,Enhance,Enhance
1455,98036,Manager,Hyderabad,54:33.4,F,2016,3,2,4,1,,0,0,1,1,,3,Enhance,Enhance
1456,98040,Associate,Chennai,55:03.2,M,2016,2,3,4,1,,1,1,1,1,,1,Enhance,Enhance
1457,98221,Programmer,Bangalore,54:47.4,M,2016,3,5,4,1,,1,1,1,1,,3,Enhance,Enhance
1458,98279,Manager,Hyderabad,54:17.4,M,2016,3,3,4,1,,0,1,1,1,,4,Enhance,Enhance
1459,98305,Programmer,Hyderabad,55:01.7,M,2016,2,4,4,1,,1,1,1,0,Analyst,1,Enhance,Enhance
1460,98338,Associate,Chennai,45:36.8,M,2016,3,2,3,0,Hyderabad,0,0,1,1,,2,Enhance,Sustain
1461,98372,Programmer,Bangalore,54:33.9,M,2016,3,4,3,1,,0,1,1,1,,2,Enhance,Enhance
1462,98388,Manager,Bangalore,53:39.1,F,2016,3,5,1,1,,0,1,1,1,,3,Enhance,Enhance
1463,98549,Senior Manager,Noida,55:01.5,M,2016,2,3,5,1,,1,1,1,1,,2,Enhance,Enhance
1464,98584,Programmer,Hyderabad,54:49.3,M,2016,3,3,5,1,,0,1,1,1,,4,Enhance,Enhance
1465,98644,Senior Associate,Chennai,53:38.0,M,2016,3,4,4,1,,0,1,1,1,,4,Enhance,Enhance
1466,99006,Manager,Chennai,55:02.9,M,2016,3,5,4,1,,0,1,1,1,,4,Enhance,Enhance
1467,99069,Manager,Bangalore,54:50.1,M,2016,3,2,4,1,,0,0,1,1,,4,Enhance,Enhance
1468,99148,Programmer Trainee,Pune,53:38.7,M,2016,3,5,4,1,,0,1,1,1,,2,Enhance,Enhance
1469,99158,Programmer Trainee,Chennai,54:33.6,M,2016,3,5,2,1,,1,1,1,1,,4,Enhance,Enhance
1470,99179,Manager,Bangalore,55:03.3,F,2016,3,4,5,1,,0,1,1,1,,3,Enhance,Enhance
1471,99196,Associate,Chennai,45:22.9,M,2016,3,2,2,0,Chennai,0,0,0,1,,4,Enhance,Sustain
1472,99221,Associate,Bangalore,54:50.5,M,2016,2,4,3,1,,1,1,1,0,Analyst,3,Enhance,Enhance
1473,99393,Manager,Hyderabad,54:48.1,F,2016,2,4,4,1,,1,1,1,1,,3,Enhance,Enhance
1474,99462,Manager,Hyderabad,45:36.9,M,2016,2,3,2,0,Hyderabad,1,1,1,0,Consultant,4,Sustain,Sustain
1475,99466,Associate,Noida,53:39.0,F,2016,3,4,4,1,,0,1,1,1,,3,Enhance,Enhance
1476,99553,Associate,Pune,55:03.6,M,2016,2,3,4,1,,1,1,1,1,,3,Enhance,Enhance
1477,99683,Manager,Bangalore,54:33.5,F,2016,3,4,4,1,,0,1,1,1,,1,Enhance,Enhance
1478,99781,Associate,Kolkata,53:37.9,F,2016,2,4,5,1,,1,1,1,1,,4,Enhance,Enhance
1479,99944,Programmer Trainee,Chennai,55:01.9,M,2016,3,4,3,1,,0,1,1,1,,1,Enhance,Enhance
